id,title,source,qualityState,reasonCode,physicalSanity,manualStatus,manualReason,bannerColumnSpan,bannerPixelRatio,url
1631,GunLord X,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.0,0.0,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/576a01f1-b6ea-4abc-bf49-7e3cd1a2b2c3.webp
291,Damascus Gear: Operation Osaka,CURATED_ID,REVIEW,missing_ps4_banner,LIKELY,,,0.015151515151515152,0.0008116883116883117,https://images.igdb.com/igdb/image/upload/t_cover_big/co1udg.jpg
1999,Streets of Red,CURATED_TITLE,REVIEW,missing_ps4_banner,LIKELY,FIXED,,0.016666666666666666,0.00020833333333333335,https://limitedrungames.com/cdn/shop/products/AssetTemplateSER_PS4.png?height=1080&v=1579552336
1850,Lost Ruins,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.24722222222222223,0.009351851851851853,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/b1d7a4b3-8051-4e58-bfac-8d3579ce6371.webp
1839,Another Crusade,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.4861111111111111,0.21296296296296297,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/147877_e39ad43a-fbed-42cf-8121-87b4e03fdf2f.webp
1682,Now That's What I Call Sing,CURATED_TITLE,REVIEW,missing_ps4_banner,LIKELY,FIXED,,0.5416666666666666,0.27923611111111113,https://myshopville.com/cdn/shop/products/now_thats_what_i_call_sing_sony_playstation_4_ps4_video_game_box_cover_shopville_canada_usa.jpg
241,Chariot,CURATED_TITLE,REVIEW,missing_ps4_banner,LIKELY,FIXED,,0.5722222222222222,0.26113425925925926,https://limitedrungames.com/cdn/shop/files/charriot-limited-run-games-ps4.png?height=1080&v=1698943937
1670,Mighty Gunvolt Burst,CURATED_TITLE,REVIEW,missing_ps4_banner,LIKELY,,,0.5972222222222222,0.1794675925925926,https://limitedrungames.com/cdn/shop/products/mighty-gunvolt-burst-ps4-lrg.png?height=1080&v=1660241946
1227,The Church in the Darkness,CURATED_TITLE,REVIEW,missing_ps4_banner,LIKELY,FIXED,,0.6138888888888889,0.3030787037037037,https://limitedrungames.com/cdn/shop/files/church-in-the-darkness-limited-run-games-ps4.png?height=1080&v=1698943937
82,Ara Fell: Enhanced Edition,CURATED_TITLE,REVIEW,missing_ps4_banner,LIKELY,FIXED,,0.6277777777777778,0.3765046296296296,https://www.tradeinn.com/f/14135/141350183/playstation-ps4-ara-fell-and-rise-of-the-third-power-import.webp
1615,Fallen Legion: Sins of an Empire,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.6305555555555555,0.2958101851851852,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/d78e50e4-ed27-4f49-8e60-ee75de8ebde0.webp
1942,Fullblast,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.645,0.14316666666666666,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/23c29a14-07e9-4287-83f1-633760375583.webp
451,Exile's End,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.6861111111111111,0.35588768115942027,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/54fc6909-cce1-4e65-a008-70b0f8a15d6a.webp
2465,Rolling Gunner,CURATED_TITLE,REVIEW,missing_ps4_banner,LIKELY,FIXED,,0.7,0.41425925925925927,https://www.strictlylimitedgames.com/cdn/shop/files/ROG-Rolling-Gunner-Overpower-Playstation-4-PS4-Limited-Edition-Physical-Copy-Box-Art-2D_1200x.png?v=1743662952
2241,Steel Empire Chronicles,CURATED_ID,REVIEW,missing_ps4_banner,LIKELY,,,0.7,0.4039583333333333,https://www.strictlylimitedgames.com/cdn/shop/files/STE-Steel-Empire-Chronicles-Playstation-4-PS4-Limited-Edition-Physical-Copy-Box-Art-2D_1024x1024.png?v=1743662291
819,Narita Boy,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.7027777777777777,0.36226851851851855,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/21247908-c45f-4619-9638-fe0e58bd6ab1.webp
476,Fight'N Rage,GAMEYE,REVIEW,missing_ps4_banner,LIKELY,,,0.7083333333333334,0.3682638888888889,https://dt.gameye.app/data/streaming/images/items/v1/art_front/46/eae20db2-9f52-4f42-9ce5-012a41fe2dd4.webp
155,Below,CURATED_TITLE,FALLBACK,wrong_region_or_edition,CONFIRMED,FALLBACK,official Meridiem Games physical PS4 boxed-edition product render; clean retail package but not a flat front scan,0.4777777777777778,0.13875,https://meridiem-games.com/backoffice/public/ckfinder/userfiles/files/below_mockup_eng.png
25,Aaero,LAUNCHBOX_BOX_FRONT,FALLBACK,angled_product_shot,CONFIRMED,FALLBACK,"real physical product shot, but angled instead of clean straight-on front",,,https://images.launchbox-app.com/8dd72cbd-c780-445c-bd6f-877de71bac62.jpg
36,ADK Tamashii,CURATED_TITLE,FALLBACK,angled_product_shot,CONFIRMED,FALLBACK,"real physical product shot, but angled instead of clean straight-on front",0.5638888888888889,0.2288888888888889,https://limitedrungames.com/cdn/shop/products/ADKProductImage.png?height=1080&v=1576795434
183,Bleed,LAUNCHBOX_BOX_FRONT,FALLBACK,photo_of_case,CONFIRMED,FALLBACK,"verified physical PS4 case photo, but product-photo framing is not a clean flat cover scan",,,https://images.launchbox-app.com/b0ec8dfb-6ec0-4b93-95ac-6c903510c4fb.jpg
201,Braveland Trilogy,PRICECHARTING_BOX_FRONT,FALLBACK,angled_product_shot,CONFIRMED,FALLBACK,"official Red Art Games physical package render, angled rather than a flat front scan",0.9916666666666667,0.7769675925925926,https://storage.googleapis.com/images.pricecharting.com/ae35772c247f24fc05ddc56c4514e87d9124574791dfc12c5fb2e36d0ebca367/1600.jpg
1676,N++,LAUNCHBOX_BOX_FRONT,FALLBACK,angled_product_shot,CONFIRMED,FALLBACK,"official Limited Run physical package render, angled rather than a flat front scan",,,https://images.launchbox-app.com/c65cb4a2-48cc-4b1c-8da4-ddc4dd9d9b1f.jpg
969,Redout,PRICECHARTING_BOX_FRONT,FALLBACK,photo_of_case,CONFIRMED,FALLBACK,verified Redout: Lightspeed Edition physical PS4 retail case image; physical front is usable but source is a photographed retail case rather than a flat scan,1.0,0.5128279320987654,https://storage.googleapis.com/images.pricecharting.com/AMIfv95t_VfHSYesOmBrEzz_Hhe3xqltW2bbI4UMBhFyIxpwsU7MSehYxqPsM0tuKTYvbjEy7FEULpZCDjHAIcusi8N3TgeztLhauh4teBdymU7NQ_TUCrRvvP74jGFAMZQJYMsaMWueE6rr-B_UrVq81u06U7C7YQ/1600.jpg
2342,Scourge Bringer,CURATED_TITLE,FALLBACK,angled_product_shot,CONFIRMED,FALLBACK,official Pix'n Love physical PS4 product shot; angled rather than a flat front scan,0.7194444444444444,0.22006944444444446,https://www.pixnlove.com/2793-large_default/scourgebringer-ps4.jpg
14,8-Bit Adventure Anthology: Volume One,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/8/0/8/688808_front.jpg
2288,Blazing Beaks,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/8/1/3/796813_front.jpg
1969,Cannon Dancer,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/4/9/5/906495_front.jpg
2471,Get Star / Guardian,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/7/4/5/825745_front.jpg
1809,Ground Zero: Texas,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,,,,,https://gamefaqs.gamespot.com/a/box/8/5/3/808853_front.jpg
1971,Jim Power: The Lost Dimension,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,,,,,https://gamefaqs.gamespot.com/a/box/3/0/7/874307_front.jpg
2469,Kyukyoku Tiger / Twin Cobra,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/7/4/5/825745_front.jpg
1665,Maldita Castilla EX: Cursed Castilla,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,,,,,https://gamefaqs.gamespot.com/a/box/3/2/6/646326_front.jpg
2242,Ninja JaJaMaru Legendary Ninja Collection,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/3/9/0/904390_front.jpg
2429,Noob: Les Sans-Factions,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/7/0/8/1025708_front.jpg
1685,Oddworld: Abe's Oddysee - New 'n' Tasty,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/8/5/8/790858_front.jpg
2695,Q.U.B.E.,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/8/4/3/892843_front.jpg
2696,Quintessential Quintuplets Fives Memories With You,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/0/8/1/1150081_front.jpg
1725,Shenmue I,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/7/4/6/686746_front.jpg
1753,The First Tree: Console Edition,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/7/7/9/851779_front.jpg
1756,The Journey Down: Chapter Two,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/6/9/3/906693_front.jpg
2784,Tony Hawk's Pro Skater 3 + 4,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/5/5/0/1158550_front.jpg
1979,Trouble Witches Final: Episode 1 - Daughters of Amalgam,CURATED_TITLE,WATCH,image_fetch_failed,VERIFY,FIXED,,,,https://gamefaqs.gamespot.com/a/box/5/8/1/964581_front.jpg
